POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
,,,,,nan,,,,,,nan
Dealer,1.0,0.0,3.0,BHK,1563.6105189999998,0.0,1.0,"Kanakpura Road,Bangalore",12.896796,77.5724,110.0
,,,,,nan,,,,,,nan
Dealer,0.0,0.0,2.0,BHK,1161.350263,1.0,1.0,"Tolaram Colony,Lalitpur",24.69028,78.41889,150.0
Dealer,0.0,0.0,2.0,BHK,1390.108282,1.0,1.0,"7th Phase JP Nagar,Bangalore",35.0,136.0,95.0
Dealer,0.0,0.0,2.0,BHK,1220.008133,1.0,1.0,"Sector-58 Seawoods,Lalitpur",28.606007,77.359111,210.0
Owner,1.0,0.0,2.0,BHK,855.0662676000001,0.0,1.0,"Vani Vilas Mohalla,Mysore",12.30306,76.64333,40.0
Dealer,0.0,0.0,2.0,BHK,1177.971925,1.0,1.0,"Taleigao,Goa",15.467771,73.826033,120.0
,,,,,nan,,,,,,nan
Dealer,0.0,0.0,2.0,BHK,875.0290901000001,1.0,1.0,"Pimple Saudagar,Pune",18.5956,73.7981,75.2
Owner,0.0,0.0,2.0,BHK,1050.080775,1.0,1.0,"Wakad,Pune",18.5993,73.7625,65.0
Dealer,1.0,1.0,3.0,BHK,831.8708319,0.0,1.0,"Sector-37 Bahadurgarh,Bahadurgarh",30.739007,76.74839300000001,23.7
Dealer,0.0,0.0,2.0,BHK,1173.295788,1.0,1.0,"Calangute,Goa",15.545,73.76306,100.0
,,,,,nan,,,,,,nan
Owner,1.0,0.0,3.0,BHK,909.0909091,0.0,1.0,"Kundrathur,Chennai",12.9974,80.0966,45.0
Dealer,0.0,0.0,2.0,BHK,1170.062538,1.0,1.0,"Whitefield,Bangalore",12.9958935,77.761394,58.0
Dealer,0.0,1.0,2.0,BHK,1164.483261,1.0,1.0,"Balkum,Maharashtra",19.222101,72.988231,120.0
Owner,0.0,0.0,2.0,BHK,990.0990099,1.0,1.0,"Keshavpuram,Kanpur",26.4725,80.33111,43.0
Owner,0.0,0.0,3.0,BHK,1764.137264,1.0,1.0,"Mango,Jamshedpur",22.835481,86.221099,36.5
Dealer,0.0,0.0,2.0,BHK,1150.003594,1.0,1.0,"Hiranandani Gardens - Powai,Lalitpur",19.124896,72.89350300000001,320.0
Dealer,0.0,0.0,1.0,BHK,640.0,1.0,1.0,"Sector 20 Kharghar,Lalitpur",19.049214000000003,73.072916,56.0
,,,,,nan,,,,,,nan
Owner,0.0,0.0,3.0,BHK,1254.275941,1.0,1.0,"Dayal Bagh,Agra",27.231058,78.005424,33.0
Owner,0.0,1.0,3.0,BHK,1390.268123,1.0,1.0,"Sector-78 Noida,Noida",28.560719,77.386208,70.0
Dealer,0.0,0.0,2.0,BHK,1155.115512,1.0,1.0,"Zirakpur,Chandigarh",30.662283,76.822397,28.0
Owner,0.0,0.0,1.0,BHK,505.0505051,1.0,1.0,"Hanuman Nagar,Palghar",18.5211,73.8403,33.0
Dealer,0.0,0.0,2.0,BHK,867.2676407,1.0,1.0,"Chaupatiyan,Lucknow",26.86056,80.91583,27.9
Dealer,1.0,0.0,3.0,BHK,1424.444444,0.0,1.0,"Nagarbhavi,Bangalore",12.957468,77.516563,64.1
Dealer,0.0,0.0,2.0,BHK,1055.081458,1.0,1.0,"Dodda Nekkundi Extension,Bangalore",12.96991,77.59796,68.0
Dealer,1.0,1.0,1.0,BHK,450.0121625,0.0,1.0,"Kolshet Road,Maharashtra",19.249861,72.96386600000001,74.0
unknown,0.0,0.0,3.0,Studio,-1000,1.0,1.0,"Yelachenahalli,Bangalore",999.0,-999.0,-1000000.0
,,,,,nan,,,,,,nan
Dealer,0.0,0.0,2.0,BHK,1071.811361,1.0,1.0,"Swastik Park,Mumbai",19.056875,72.88844399999999,190.0
Owner,0.0,0.0,2.0,BHK,999.3943065,1.0,1.0,"Himatnagar,Sabarkantha",23.6,72.95,16.5
Builder,0.0,0.0,2.0,BHK,1044.932079,1.0,0.0,"Tripunithura,Kochi",9.952439,76.36329649999999,50.0
Builder,0.0,0.0,2.0,BHK,686.1198737999999,1.0,0.0,"Telco Colony,Jamshedpur",22.775,86.2528,17.4
Owner,0.0,0.0,3.0,BHK,1300.0,1.0,1.0,"Sector-70 Mohali,Mohali",30.697795000000003,76.714722,65.0
Dealer,0.0,0.0,3.0,BHK,1525.124418,1.0,1.0,"Marathahalli,Bangalore",12.95619,77.70194000000001,95.0
Owner,0.0,0.0,3.0,BHK,1800.180018,1.0,1.0,"Munireddy Layout,Bangalore",12.96991,77.59796,80.0
Dealer,0.0,0.0,4.0,BHK,3472.222222,1.0,1.0,"E M Bypass,Kolkata",22.54111,88.33778000000001,310.0
Dealer,1.0,0.0,4.0,BHK,5200.126064,0.0,1.0,"Rest House Road,Bangalore",12.972693,77.605104,1650.0
Dealer,1.0,0.0,2.0,BHK,1009.625093,0.0,1.0,"Hiranandani Estate,Maharashtra",19.255098,72.9815265,150.0
Owner,0.0,0.0,3.0,BHK,1149.954002,1.0,1.0,"Ashok Nagar,Mangalore",12.896622,74.826107,50.0
Dealer,0.0,0.0,1.0,BHK,687.0340593,1.0,1.0,"Karanjade,Mumbai",18.975268,73.109062,47.0
Owner,0.0,0.0,2.0,BHK,918.5803758,1.0,1.0,"Chhatral,Gandhinagar",23.274481,72.442829,13.2
Dealer,1.0,1.0,4.0,BHK,2277.212692,0.0,1.0,"Ambalipura,Bangalore",12.915026,77.668562,150.0
Dealer,0.0,0.0,2.0,BHK,1120.833333,1.0,1.0,"Mominpore,Kolkata",22.54111,88.33778000000001,80.7
Dealer,0.0,0.0,4.0,BHK,4300.150505,1.0,1.0,"Elgin,Kolkata",22.543406,88.35679,800.0
Owner,0.0,0.0,3.0,BHK,1600.0,1.0,1.0,"Chandrasekharpur,Bhubaneswar",20.32042,85.823918,90.0
Dealer,0.0,0.0,3.0,BHK,1159.840522,1.0,1.0,"Malad (West),Maharashtra",19.1849,72.8347,160.0
Dealer,0.0,0.0,3.0,BHK,1387.015989,1.0,1.0,"Siddartha Nagar,Pune",18.598477,73.903287,72.0
Dealer,0.0,0.0,2.0,BHK,1165.00092,1.0,1.0,"Malad (East),Mumbai",19.1758,72.8643,190.0
Dealer,1.0,1.0,2.0,BHK,510.0071677,0.0,1.0,"Bhandup (West),Lalitpur",19.147866,72.932609,92.5
Dealer,0.0,1.0,3.0,BHK,1350.16835,1.0,1.0,"Dera Bassi,Chandigarh",30.594843,76.84983000000001,40.1
Dealer,0.0,0.0,3.0,BHK,1715.9629710000002,1.0,1.0,"Anand Vihar,Ghaziabad",28.825417,77.563644,76.0
Owner,0.0,0.0,1.0,BHK,650.0847937000001,1.0,1.0,"Panathur,Bangalore",12.9381,77.7042,46.0
Dealer,1.0,1.0,3.0,BHK,1621.008267,0.0,1.0,"Electronic City,Bangalore",12.8458,77.6727,100.0
Owner,0.0,0.0,1.0,BHK,375.0375038,1.0,1.0,"Padappai,Chennai",12.8854,80.02199999999999,12.5
Owner,0.0,0.0,1.0,BHK,574.9191519999999,1.0,1.0,"rameshwar colony,Jalgaon",21.023381,75.147351,16.0
Owner,0.0,0.0,2.0,BHK,974.025974,1.0,1.0,"Uttara,Bhubaneswar",20.26444,85.82806,27.0
Owner,0.0,0.0,1.0,BHK,528.0103026,1.0,1.0,"Dewas Naka(Panchvati),Indore",22.782781,75.899435,8.2
Dealer,0.0,0.0,3.0,BHK,1267.496969,1.0,1.0,"Manpada,Mumbai",19.239813,72.962722,230.0
Owner,0.0,0.0,2.0,BHK,1145.0,1.0,1.0,"Varthur,Bangalore",12.9407,77.7466,45.8
Dealer,0.0,0.0,3.0,BHK,1247.030879,1.0,1.0,"Narendrapur,Kolkata",22.43917,88.39583,52.5
Dealer,0.0,0.0,2.0,BHK,1107.01107,1.0,1.0,"Perumbakkam,Chennai",12.9053,80.1986,57.0
Dealer,0.0,0.0,3.0,BHK,1456.364647,1.0,1.0,"Wardha Road,Nagpur",20.75,78.61667,52.4
Dealer,0.0,0.0,3.0,BHK,1240.03543,1.0,1.0,"Joka,Kolkata",22.452032,88.298947,56.0
Owner,0.0,0.0,1.0,BHK,545.0733753,1.0,1.0,"Shahjahanabad,Bhopal",23.273009,77.396415,13.0
Dealer,1.0,1.0,4.0,BHK,194997.8805,0.0,0.0,"Sector-88 Mohali,Mohali",30.684523,76.691728,9200.0
,,,,,nan,,,,,,nan
Owner,0.0,0.0,2.0,BHK,799.8511905,1.0,1.0,"Amlidih,Raipur",21.213822,81.676956,21.5
Dealer,0.0,0.0,1.0,BHK,600.0292697000001,1.0,1.0,"Kandivali (East),Lalitpur",19.1955,72.8728,82.0
Dealer,0.0,0.0,2.0,BHK,1294.117647,1.0,1.0,"Marathahalli,Bangalore",12.95619,77.70194000000001,110.0
Owner,0.0,0.0,3.0,BHK,1666.049611,1.0,1.0,"Akshaya Nagar,Bangalore",12.96991,77.59796,90.0
Dealer,1.0,1.0,1.0,BHK,462.7862595,0.0,0.0,"kavesar,Maharashtra",18.96,72.82,87.3
Owner,0.0,0.0,3.0,BHK,1400.233372,1.0,1.0,"Ram Krishna Puram,Patna",25.61,85.14139,36.0
Dealer,0.0,0.0,3.0,BHK,1345.054523,1.0,1.0,"Manpada,Mumbai",19.239813,72.962722,280.0
Dealer,0.0,1.0,2.0,BHK,594.2091616,1.0,1.0,"Vartak Nagar,Mumbai",18.96667,72.83333,110.0
Owner,0.0,0.0,2.0,BHK,1080.125687,1.0,1.0,"Hosur Road,Bangalore",12.752264,77.45273900000001,55.0
Dealer,0.0,0.0,4.0,BHK,2525.743151,1.0,1.0,"Hiranandani Meadows,Maharashtra",19.227164,72.971621,520.0
Dealer,0.0,1.0,3.0,BHK,1625.37556,1.0,1.0,"Chembur,Mumbai",19.05871,72.89969,330.0
Dealer,0.0,0.0,4.0,BHK,3233.970754,1.0,1.0,"Whitefield,Bangalore",12.9958935,77.761394,230.0
Dealer,1.0,1.0,3.0,BHK,1339.72278,0.0,1.0,"Kandivali (East),Maharashtra",19.1955,72.8728,260.0
Dealer,0.0,0.0,2.0,BHK,1040.041602,1.0,1.0,"Bevarly Park,Lalitpur",24.69028,78.41889,80.0
Owner,0.0,0.0,2.0,BHK,1050.420168,1.0,1.0,"ramzaanwadi,Vapi",20.366670000000003,72.9,20.0
Dealer,1.0,1.0,1.0,BHK,699.9533364,0.0,1.0,"Ghansoli,Lalitpur",19.126499,72.99956,90.0
Dealer,0.0,1.0,3.0,BHK,1373.855121,1.0,1.0,"Marol,Maharashtra",19.111438,72.878724,330.0
Owner,0.0,0.0,2.0,BHK,1436.265709,1.0,1.0,"eru char rasta dandi road,Navsari",20.386873,72.952989,24.0
Owner,0.0,0.0,2.0,BHK,950.3695882,1.0,1.0,"Amroli,Surat",21.23994,72.85651999999999,18.0
Dealer,0.0,0.0,4.0,BHK,5092.297899,1.0,1.0,"Hebbal,Bangalore",13.04034,77.591347,720.0
Owner,0.0,1.0,3.0,BHK,1300.0,1.0,1.0,"Noida Extension,Noida",28.579004,77.431173,65.0
Dealer,0.0,1.0,2.0,BHK,1296.082949,1.0,1.0,"Meera Nagar,Udaipur",24.602173,73.75253000000001,45.0
Dealer,0.0,0.0,1.0,BHK,548.0362036,1.0,1.0,"Majiwada,Mumbai",19.218498,72.992114,66.0
Dealer,0.0,0.0,2.0,BHK,1248.046439,1.0,1.0,"7th Phase JP Nagar,Bangalore",35.0,136.0,55.9
Dealer,0.0,0.0,3.0,BHK,3354.203936,1.0,1.0,"Sector-65 Gurgaon,Gurgaon",28.403138,77.070052,300.0
Dealer,1.0,0.0,3.0,BHK,2542.626383,0.0,1.0,"Kanke,Ranchi",23.35556,85.33471999999999,170.0
,,,,,nan,,,,,,nan
Owner,0.0,0.0,4.0,BHK,2831.0104530000003,1.0,1.0,"OLd Gurappanapalya,Bangalore",12.921871,77.603564,260.0
Dealer,0.0,0.0,1.0,BHK,693.0443548,1.0,1.0,"Panvel,Maharashtra",18.966114,73.148278,55.0
Dealer,1.0,1.0,3.0,BHK,1370.033628,0.0,1.0,"Jakkur,Bangalore",12.928575,77.58572099999999,110.0
Dealer,0.0,0.0,2.0,BHK,1137.158852,1.0,1.0,"Undri,Pune",18.452663,73.93104,65.0
Owner,0.0,1.0,3.0,BHK,1552.053486,1.0,1.0,"Zirakpur,Chandigarh",30.662283,76.822397,65.0
,,,,,nan,,,,,,nan
Dealer,1.0,1.0,2.0,BHK,829.0481687000001,0.0,1.0,"Balkum,Lalitpur",24.69028,78.41889,79.0
Dealer,0.0,0.0,2.0,BHK,976.1388286,1.0,1.0,"Kamrej,Surat",21.262,73.0477,13.5
unknown,,,,Studio,-1000,,,,999.0,-999.0,-1000000.0
Dealer,0.0,1.0,3.0,BHK,1551.020408,1.0,1.0,"Manpada,Lalitpur",24.69028,78.41889,190.0
Owner,0.0,0.0,3.0,BHK,1800.670017,1.0,1.0,"Zirakpur,Mohali",30.65,76.82,43.0
Owner,0.0,0.0,1.0,BHK,800.0,1.0,1.0,"Mansarovar,Jaipur",26.8626,75.7633,35.0
Owner,0.0,0.0,1.0,BHK,599.8588567,1.0,1.0,"Guduvancheri,Chennai",12.842686,80.063733,17.0
Owner,0.0,0.0,2.0,BHK,560.0672081,1.0,1.0,"Adam street,mylapore,Chennai",13.037561,80.269456,40.0
Owner,0.0,0.0,1.0,BHK,660.0660066,1.0,1.0,"Udyog Nagar,Pune",21.721344,73.001615,38.0
Owner,0.0,0.0,3.0,BHK,1500.0,1.0,1.0,"Sector V Bidhan Nagar,Kolkata",22.58,88.42,60.0
Owner,0.0,1.0,3.0,BHK,1320.132013,1.0,1.0,"Sector-78 Noida,Noida",28.560719,77.386208,80.0
Owner,0.0,0.0,1.0,BHK,501.0168238,1.0,1.0,"Sasane Nagar,Pune",18.47713,73.939908,27.1
Dealer,1.0,1.0,4.0,BHK,2032.520325,0.0,1.0,"Wakad,Pune",18.5993,73.7625,150.0
Dealer,0.0,1.0,2.0,BHK,1100.046318,1.0,1.0,"kavesar,Mumbai",18.96667,72.83333,95.0
Dealer,1.0,0.0,3.0,BHK,2300.025556,0.0,1.0,"Madhurawada,Visakhapatnam",17.815234,83.35818,90.0
Dealer,1.0,1.0,3.0,BHK,1610.169492,0.0,1.0,"Zirakpur,Chandigarh",30.662283,76.822397,64.6
Owner,0.0,0.0,2.0,BHK,890.0190718,1.0,1.0,"Rajarhat,Kolkata",22.54111,88.33778000000001,28.0
Dealer,0.0,0.0,3.0,BHK,1463.414634,1.0,1.0,"Sector-93 A Noida,Noida",21.0,77.0,120.0
Dealer,0.0,1.0,4.0,BHK,2544.01821,1.0,1.0,"Powai,Maharashtra",19.12,72.91,760.0
Dealer,0.0,1.0,2.0,BHK,1045.141205,1.0,1.0,"Sector-66A Mohali,Mohali",30.661104,76.746082,47.0
Dealer,0.0,0.0,4.0,BHK,2512.913584,1.0,1.0,"Harlur Road,Bangalore",12.904179,77.665897,180.0
Owner,0.0,0.0,2.0,BHK,725.1381215,1.0,1.0,"Nilmatha,Lucknow",26.86056,80.91583,21.0
Owner,0.0,0.0,2.0,BHK,1000.0,1.0,1.0,"Gajuwaka,Visakhapatnam",17.7,83.2167,36.0
Dealer,1.0,0.0,3.0,BHK,1425.035626,0.0,1.0,"Mahim (West),Lalitpur",19.038516,72.840041,380.0
,,,,,nan,,,,,,nan
Dealer,0.0,1.0,2.0,BHK,1025.954946,1.0,1.0,"Mira Road East,Maharashtra",19.2836,72.8675,83.8
Dealer,0.0,0.0,1.0,BHK,600.0375022999999,1.0,1.0,"Chikkalasandra,Bangalore",12.913505,77.549853,32.0
Dealer,0.0,0.0,3.0,BHK,1800.0179999999998,1.0,1.0,"Tilak Nagar,Mumbai",19.068492000000003,72.898896,200.0
Owner,1.0,1.0,1.0,BHK,726.0406583,0.0,1.0,"Sector-32 Noida,Noida",28.579245,77.350542,75.0
Owner,0.0,0.0,3.0,BHK,1375.0,1.0,1.0,"Thiruvanmiyur,Chennai",12.984808,80.260671,110.0
Dealer,1.0,1.0,3.0,BHK,1620.064803,0.0,1.0,"Sindhi Society Chembur,Lalitpur",19.048403,72.88731,270.0
Owner,0.0,0.0,1.0,BHK,649.6881497,1.0,1.0,"Abrama,Valsad",20.600601,72.953228,12.5
Builder,1.0,0.0,1.0,BHK,360.0,0.0,0.0,"Dooars,Siliguri",26.724219,88.326357,9.0
Owner,0.0,1.0,2.0,BHK,645.0312437000001,1.0,1.0,"Chakan,Pune",18.744775,73.823649,32.0
Dealer,1.0,1.0,3.0,BHK,2499.519323,0.0,1.0,"Sector-82 Mohali,Mohali",30.654128000000004,76.732427,130.0
Dealer,0.0,0.0,2.0,BHK,925.0693802,1.0,1.0,"Alto Porvorim,Goa",48.134195,11.584111,40.0
Owner,0.0,0.0,2.0,BHK,700.1166861,1.0,1.0,"Bhopura,Ghaziabad",28.698133,77.335746,30.0
Dealer,1.0,1.0,4.0,BHK,2176.278564,0.0,0.0,"Sector-79 Noida,Noida",28.558047,77.392752,100.0
Dealer,1.0,0.0,3.0,BHK,1099.885938,0.0,1.0,"Bavdhan,Pune",18.510418,73.781944,67.5
Dealer,0.0,0.0,1.0,BHK,550.0550055,1.0,1.0,"Nalasopara East,Lalitpur",24.69028,78.41889,30.0
Dealer,1.0,0.0,2.0,BHK,820.0,0.0,1.0,"Jyotikuchi,Guwahati",26.128882,91.732461,28.7
Dealer,0.0,0.0,3.0,BHK,1800.0179999999998,1.0,1.0,"Tilak Nagar,Maharashtra",19.068492000000003,72.898896,200.0
,,,,,nan,,,,,,nan
Owner,0.0,0.0,2.0,BHK,1306.103063,1.0,1.0,"Nagarbhavi,Bangalore",12.957468,77.516563,55.0
Dealer,0.0,0.0,1.0,BHK,690.0878294,1.0,1.0,"Sector 36 Kharghar,Mumbai",19.071749,73.080575,44.0
Owner,0.0,0.0,2.0,BHK,700.0424267999999,1.0,1.0,"Sector III - Salt Lake,Kolkata",34.895553,33.623874,33.0
Owner,0.0,0.0,3.0,BHK,1700.0,1.0,1.0,"Kundapura,Udupi",13.728406,74.828119,85.0
,,,,,nan,,,,,,nan
Dealer,0.0,0.0,2.0,BHK,850.0510031,1.0,1.0,"Mansarovar Extension,Jaipur",26.8626,75.7633,25.0
Dealer,1.0,1.0,3.0,BHK,1739.226033,0.0,1.0,"Sector-66b Mohali,Mohali",30.651192,76.755011,79.1
Dealer,1.0,1.0,2.0,BHK,860.0095557,0.0,1.0,"Ghodbunder Road,Mumbai",28.743724,76.81131500000001,72.0
unknown,0.0,1.0,2.0,Studio,-1000,1.0,1.0,"Raj Nagar Extension,Ghaziabad",999.0,-999.0,-1000000.0
Owner,0.0,0.0,2.0,BHK,1080.40201,1.0,1.0,"Dommasandra,Bangalore",13.010398,77.741046,43.0
Dealer,0.0,0.0,2.0,BHK,862.3428493999999,1.0,1.0,"Powai,Lalitpur",19.12,72.91,190.0
Dealer,0.0,1.0,3.0,BHK,2269.63232,1.0,1.0,"Sector-150 Noida,Noida",28.429614,77.481711,150.0
Owner,0.0,1.0,2.0,BHK,1208.483393,1.0,1.0,"Sector-78 Noida,Noida",28.560719,77.386208,60.4
Owner,0.0,0.0,3.0,BHK,1338.231435,1.0,1.0,"Maheshtala,Kolkata",22.486821,88.233267,51.0
Dealer,0.0,0.0,3.0,BHK,1602.448686,1.0,1.0,"Sector 77 Faridabad,Faridabad",28.368269,77.37273,44.5
Dealer,0.0,0.0,5.0,BHK,8542.314967,1.0,1.0,"Aundh,Pune",18.556218,73.81130300000001,1400.0
Owner,0.0,0.0,2.0,BHK,1000.0,1.0,1.0,"Pai Layout,Bangalore",12.96991,77.59796,45.0
Dealer,0.0,0.0,2.0,BHK,1049.790042,1.0,1.0,"Hanspal,Bhubaneswar",20.26444,85.82806,35.0
Dealer,1.0,1.0,2.0,BHK,1050.019091,0.0,1.0,"Majiwada,Lalitpur",19.218498,72.992114,110.0
Dealer,0.0,0.0,5.0,BHK,4960.0,1.0,1.0,"Sarat Bose Road,Kolkata",22.54111,88.33778000000001,620.0
Dealer,0.0,0.0,1.0,BHK,581.0882197999999,1.0,1.0,"Pammal,Chennai",12.975,80.13472,22.0
Owner,0.0,0.0,3.0,BHK,1200.0,1.0,1.0,"Indrali temple road,Udupi",32.23333,76.325599,27.0
,,,,,nan,,,,,,nan
,,,,,nan,,,,,,nan
Owner,0.0,0.0,2.0,BHK,729.2011932,1.0,1.0,"H B Town,Kolkata",21.0,77.0,22.0
Dealer,0.0,1.0,3.0,BHK,1749.1691449999998,1.0,1.0,"Sector-102 Gurgaon,Gurgaon",28.479440000000004,76.971432,100.0
,,,,,nan,,,,,,nan
Dealer,0.0,0.0,3.0,BHK,1262.945188,1.0,1.0,"Kandivali (East),Maharashtra",19.1955,72.8728,150.0
Dealer,0.0,0.0,2.0,BHK,1120.018863,1.0,1.0,"Sector-8 Ulwe,Maharashtra",19.216097,72.821721,95.0
Dealer,0.0,0.0,2.0,BHK,1100.187266,1.0,1.0,"Horamavu,Bangalore",13.0318,77.6583,47.0
Dealer,0.0,0.0,2.0,BHK,1104.79798,1.0,1.0,"Chembur (East),Mumbai",19.05871,72.89969,140.0
Owner,0.0,0.0,2.0,BHK,1100.151745,1.0,1.0,"pakwara,Moradabad",28.8253,78.6746,29.0
,,,,,nan,,,,,,nan
Dealer,0.0,0.0,3.0,BHK,1314.789688,1.0,1.0,"Anna Nagar West,Chennai",13.086769,80.191135,96.9
Owner,0.0,0.0,3.0,BHK,1199.040767,1.0,1.0,"Kamla Nagar,Bhopal",23.257896,77.473033,65.0
Dealer,0.0,0.0,1.0,BHK,650.0084417,1.0,1.0,"Chirak Nagar,Lalitpur",24.6902,78.416,77.0
Owner,0.0,0.0,4.0,BHK,630.0403226,1.0,1.0,"Sant Nagar Near Hansi Chowk,Karnal",30.120767,77.28469100000001,25.0
Owner,0.0,0.0,1.0,BHK,646.7458042999999,1.0,1.0,"Jagatpura,Jaipur",26.832353,75.841749,15.8
Owner,0.0,0.0,2.0,BHK,928.0263972,1.0,1.0,"Undri,Pune",18.452663,73.93104,45.0
Dealer,1.0,1.0,3.0,BHK,135714.2857,0.0,0.0,"Sector-102 Gurgaon,Gurgaon",28.479440000000004,76.971432,9500.0
Owner,0.0,0.0,2.0,BHK,1168.809484,1.0,1.0,"Arpora,Goa",15.535439000000002,73.764454,70.0
Dealer,0.0,0.0,2.0,BHK,1215.121512,1.0,1.0,"Varthur,Bangalore",12.9407,77.7466,81.0
Dealer,0.0,0.0,3.0,BHK,1562.194884,1.0,1.0,"Sector-51 Chandigarh,Chandigarh",30.708083,76.743439,160.0
Owner,0.0,0.0,1.0,BHK,372.0065101,1.0,1.0,"Kalol,Gandhinagar",23.2257,72.51679,16.0
,,,,,nan,,,,,,nan
Dealer,0.0,0.0,1.0,BHK,590.4930617,1.0,1.0,"Marol,Lalitpur",24.69028,78.41889,100.0
unknown,0.0,0.0,3.0,Studio,-1000,1.0,1.0,"Ayappakkam,Chennai",999.0,-999.0,-1000000.0
Dealer,0.0,0.0,3.0,BHK,1367.989056,1.0,1.0,"Kanjur Marg (East),Lalitpur",24.69028,78.41889,210.0
Dealer,0.0,1.0,3.0,BHK,1771.336554,1.0,1.0,"Sector-83 Gurgaon,Gurgaon",28.396092,76.972169,110.0
Builder,0.0,0.0,2.0,BHK,1052.763191,1.0,0.0,"Electronics City Phase 1,Bangalore",12.840956,77.659441,42.1
Dealer,0.0,0.0,1.0,BHK,550.0550055,1.0,1.0,"Sector 22 Kamothe,Mumbai",19.0168,73.09646,35.0
Dealer,0.0,0.0,3.0,BHK,1790.07323,1.0,1.0,"Dum Dum,Kolkata",22.648322,88.4431525,110.0
Dealer,0.0,1.0,3.0,BHK,1383.86204,1.0,1.0,"Whitefield,Bangalore",12.9958935,77.761394,130.0
Dealer,1.0,0.0,3.0,BHK,1449.001619,0.0,1.0,"Bariatu,Ranchi",23.399528,85.357421,53.7
Owner,0.0,1.0,1.0,BHK,647.9481641,1.0,1.0,"Rajarajeshwari Nagar,Bangalore",12.919423,77.522774,45.0
Owner,0.0,0.0,2.0,BHK,900.0,1.0,1.0,"Atlas More,Kolkata",22.54111,88.33778000000001,2700.0
Dealer,0.0,1.0,2.0,BHK,1465.036344,1.0,1.0,"Andheri (East),Maharashtra",19.1145,72.8712,260.0
unknown,,,,Studio,-1000,,,,999.0,-999.0,-1000000.0
Dealer,1.0,0.0,2.0,BHK,1235.0035289999998,0.0,1.0,"Panvel,Mumbai",18.966114,73.148278,70.0
Dealer,0.0,1.0,2.0,BHK,1129.8684039999998,1.0,1.0,"Panvel,Lalitpur",18.966114,73.148278,85.0
Dealer,1.0,1.0,2.0,BHK,1323.591698,0.0,1.0,"Chandivali,Mumbai",18.96667,72.83333,250.0
Owner,0.0,0.0,3.0,BHK,1129.943503,1.0,1.0,"Narhi,Lucknow",26.848159000000003,80.94995,70.0
Dealer,0.0,0.0,3.0,BHK,1415.09434,1.0,1.0,"Mansarovar,Jaipur",26.8626,75.7633,60.0
Owner,0.0,0.0,3.0,BHK,2153.030805,1.0,1.0,"Gandhinagar,Mangalore",23.22,72.68,65.0
Dealer,0.0,0.0,1.0,BHK,471.1133152,1.0,1.0,"Kestopur,Kolkata",22.605438,88.422084,19.0
Dealer,0.0,0.0,1.0,BHK,670.09506,1.0,1.0,"Sector 20 Ulwe,Mumbai",18.964489,73.019574,43.0
,,,,,nan,,,,,,nan
unknown,,,,Studio,-1000,,,,999.0,-999.0,-1000000.0
Dealer,0.0,0.0,3.0,BHK,2354.452055,1.0,1.0,"Hosakerehalli,Bangalore",12.96991,77.59796,220.0
Dealer,1.0,1.0,2.0,BHK,937.9310345,0.0,1.0,"Powai,Lalitpur",19.12,72.91,170.0
Owner,0.0,0.0,3.0,BHK,1400.180668,1.0,1.0,"Thammanam,Kochi",9.930471,76.271273,62.0
Owner,0.0,0.0,3.0,BHK,1650.051564,1.0,1.0,"Kareli Bagh,Vadodara",22.316415,73.202906,48.0
Dealer,1.0,0.0,2.0,BHK,578.460244,0.0,0.0,"Manpada,Maharashtra",19.239813,72.962722,110.0
Dealer,0.0,0.0,2.0,BHK,2000.0,1.0,1.0,"Sector-66 Mohali,Mohali",30.673383,76.733924,63.0
Owner,0.0,1.0,2.0,BHK,1140.065147,1.0,1.0,"Doddakallasandra,Bangalore",12.880993,77.557654,49.0
Owner,0.0,0.0,2.0,BHK,1229.878821,1.0,1.0,"Sector-74 Noida,Noida",28.577673,77.389781,68.0
Owner,0.0,0.0,1.0,BHK,549.7272346,1.0,1.0,"Katargam,Surat",21.232813,72.832454,13.1
Dealer,1.0,1.0,3.0,BHK,1094.840564,0.0,0.0,"Pokhran-2,Maharashtra",19.371618,72.824114,240.0
Dealer,0.0,1.0,3.0,BHK,1280.0,1.0,1.0,"Sector-134 Noida,Noida",28.5041,77.381557,48.0
Owner,0.0,0.0,2.0,BHK,759.9746675,1.0,1.0,"Indirapuram,Ghaziabad",28.63676,77.36315,36.0
Dealer,1.0,0.0,2.0,BHK,739.3162392999999,0.0,0.0,"Bidhannagar,Durgapur",22.58,88.42,17.3
Owner,0.0,0.0,3.0,BHK,1430.030644,1.0,1.0,"Sector-14 Hiran Magri,Udaipur",24.545961,73.701494,42.0
Owner,0.0,1.0,2.0,BHK,1185.034705,1.0,1.0,"Sector-75 Noida,Noida",28.576117,77.382136,70.0
Dealer,1.0,1.0,2.0,BHK,1080.065743,0.0,1.0,"Zirakpur,Mohali",30.65,76.82,46.0
Dealer,0.0,0.0,2.0,BHK,1110.195675,1.0,1.0,"Sector-93 B Noida,Noida",28.5216,77.3863,53.9
